targeting type,targeting value,date
keywords,money,2023-08-22 00:00:00
keywords,invest,2023-08-22 00:00:00
locations,turkey,2023-08-22 00:00:00
conversation topics,business & finance,2023-08-22 00:00:00
keywords,credit,2023-08-22 00:00:00
keywords,investing,2023-08-22 00:00:00
conversation topics,political news,2023-08-22 00:00:00
age,18 and up,2023-08-22 00:00:00
languages,english,2023-08-22 00:00:00
languages,english,2023-08-22 00:00:00
locations,turkey,2023-08-22 00:00:00
list,aiq_271882_0_1,2023-08-22 00:00:00
conversation topics,business & finance,2023-08-22 00:00:00
conversation topics,business news,2023-08-22 00:00:00
conversation topics,tech news,2023-08-22 00:00:00
conversation topics,world news,2023-08-22 00:00:00
conversation topics,political news,2023-08-22 00:00:00
keywords,invest,2023-08-22 00:00:00
keywords,money,2023-08-22 00:00:00
keywords,saving,2023-08-22 00:00:00
keywords,investing,2023-08-22 00:00:00
keywords,credit,2023-08-22 00:00:00
languages,english,2023-08-22 00:00:00
age,18 and up,2023-08-22 00:00:00
locations,turkey,2023-08-22 00:00:00
list,aiq_271882_0_1,2023-08-22 00:00:00
conversation topics,business & finance,2023-08-22 00:00:00
conversation topics,business news,2023-08-22 00:00:00
conversation topics,tech news,2023-08-22 00:00:00
conversation topics,world news,2023-08-22 00:00:00
keywords,investing,2023-08-22 00:00:00
age,18 and up,2023-08-22 00:00:00
conversation topics,business news,2023-08-22 00:00:00
keywords,saving,2023-08-22 00:00:00
conversation topics,political news,2023-08-22 00:00:00
languages,english,2023-08-22 00:00:00
locations,turkey,2023-08-22 00:00:00
age,18 and up,2023-08-22 00:00:00
list,aiq_271882_0_1,2023-08-22 00:00:00
keywords,investing,2023-08-22 00:00:00
keywords,investing,2023-08-22 00:00:00
keywords,credit,2023-08-22 00:00:00
keywords,invest,2023-08-22 00:00:00
keywords,saving,2023-08-22 00:00:00
conversation topics,world news,2023-08-22 00:00:00
keywords,money,2023-08-22 00:00:00
list,aiq_271882_0_1,2023-08-22 00:00:00
conversation topics,tech news,2023-08-22 00:00:00
conversation topics,world news,2023-08-22 00:00:00
locations,turkey,2023-08-22 00:00:00
follower look-alikes,@vitalikbuterin,2023-08-22 00:00:00
follower look-alikes,@solana,2023-08-22 00:00:00
follower look-alikes,@binance,2023-08-22 00:00:00
follower look-alikes,@coinbase,2023-08-22 00:00:00
follower look-alikes,@coinmarketcap,2023-08-22 00:00:00
follower look-alikes,@ethereum,2023-08-22 00:00:00
conversation topics,business & finance,2023-08-22 00:00:00
conversation topics,tech news,2023-08-22 00:00:00
conversation topics,political news,2023-08-22 00:00:00
conversation topics,business & finance,2023-08-22 00:00:00
conversation topics,business news,2023-08-22 00:00:00
keywords,invest,2023-08-22 00:00:00
keywords,money,2023-08-22 00:00:00
keywords,credit,2023-08-22 00:00:00
keywords,investing,2023-08-22 00:00:00
conversation topics,business & finance,2023-08-22 00:00:00
conversation topics,business news,2023-08-22 00:00:00
conversation topics,tech news,2023-08-22 00:00:00
conversation topics,world news,2023-08-22 00:00:00
conversation topics,political news,2023-08-22 00:00:00
locations,turkey,2023-08-22 00:00:00
keywords,investing,2023-08-22 00:00:00
age,18 and up,2023-08-22 00:00:00
languages,arabic,2023-08-22 00:00:00
keywords,invest,2023-08-22 00:00:00
keywords,saving,2023-08-22 00:00:00
keywords,investing,2023-08-22 00:00:00
keywords,credit,2023-08-22 00:00:00
keywords,money,2023-08-22 00:00:00
list,aiq_271882_0_1,2023-08-22 00:00:00
languages,english,2023-08-22 00:00:00
locations,turkey,2023-08-22 00:00:00
keywords,investing,2023-08-22 00:00:00
follower look-alikes,@gatesfoundation,2023-08-23 00:00:00
follower look-alikes,@hrw,2023-08-23 00:00:00
follower look-alikes,@un,2023-08-23 00:00:00
follower look-alikes,@unicef,2023-08-23 00:00:00
follower look-alikes,@wef,2023-08-23 00:00:00
follower look-alikes,@huawei,2023-08-23 00:00:00
locations,turkey,2023-08-23 00:00:00
list,exclude audience list,2023-08-23 00:00:00
languages,english,2023-08-23 00:00:00
list,exclude audience list20210118,2023-08-23 00:00:00
list,exclude audience list20210218,2023-08-23 00:00:00
interests,technology,2023-08-23 00:00:00
interests,tech news,2023-08-23 00:00:00
interests,politics,2023-08-23 00:00:00
locations,turkey,2023-08-23 00:00:00
age,18 to 49,2023-08-23 00:00:00
interests,commentary,2023-08-23 00:00:00
conversation topics,open source,2023-08-23 00:00:00
interests,government,2023-08-23 00:00:00
languages,english,2023-08-23 00:00:00
locations,turkey,2023-08-23 00:00:00
follower look-alikes,@wef,2023-08-23 00:00:00
locations,turkey,2023-08-23 00:00:00
age,18 to 54,2023-08-23 00:00:00
languages,english,2023-08-23 00:00:00
conversation topics,web development,2023-08-23 00:00:00
conversation topics,computer programming,2023-08-23 00:00:00
age,18 to 54,2023-08-23 00:00:00
locations,turkey,2023-08-23 00:00:00
follower look-alikes,@natgeophotos,2023-08-23 00:00:00
interests,photography,2023-08-23 00:00:00
platforms,ios,2023-08-23 00:00:00
locations,turkey,2023-08-23 00:00:00
interests,technology,2023-08-23 00:00:00
interests,education news and general info,2023-08-23 00:00:00
age,18 and up,2023-08-23 00:00:00
conversation topics,business & finance,2023-08-23 00:00:00
keywords,investing,2023-08-23 00:00:00
age,18 and up,2023-08-23 00:00:00
locations,turkey,2023-08-23 00:00:00
list,aiq_271882_0_1,2023-08-23 00:00:00
conversation topics,business & finance,2023-08-23 00:00:00
conversation topics,business news,2023-08-23 00:00:00
conversation topics,tech news,2023-08-23 00:00:00
interests,tech news,2023-08-23 00:00:00
conversation topics,world news,2023-08-23 00:00:00
keywords,saving,2023-08-23 00:00:00
keywords,investing,2023-08-23 00:00:00
keywords,money,2023-08-23 00:00:00
keywords,invest,2023-08-23 00:00:00
keywords,credit,2023-08-23 00:00:00
list,aiq_271882_0_1,2023-08-23 00:00:00
conversation topics,political news,2023-08-23 00:00:00
interests,technology,2023-08-23 00:00:00
languages,english,2023-08-23 00:00:00
list,exclude audience list20210118,2023-08-23 00:00:00
conversation topics,business news,2023-08-23 00:00:00
conversation topics,tech news,2023-08-23 00:00:00
conversation topics,world news,2023-08-23 00:00:00
conversation topics,political news,2023-08-23 00:00:00
list,exclude audience list20210218,2023-08-23 00:00:00
keywords,money,2023-08-23 00:00:00
keywords,investing,2023-08-23 00:00:00
keywords,credit,2023-08-23 00:00:00
keywords,invest,2023-08-23 00:00:00
keywords,investing,2023-08-23 00:00:00
languages,english,2023-08-23 00:00:00
age,18 to 49,2023-08-23 00:00:00
list,exclude audience list,2023-08-23 00:00:00
locations,turkey,2023-08-23 00:00:00
keywords,saving,2023-08-23 00:00:00
keywords,games,2023-08-24 00:00:00
app activity,install evony ios all,2023-08-24 00:00:00
os versions,ios 10.0 and above,2023-08-24 00:00:00
locations,turkey,2023-08-24 00:00:00
age,18 and up,2023-08-24 00:00:00
follower look-alikes,@intel,2023-08-24 00:00:00
keywords,gaming,2023-08-24 00:00:00
locations,turkey,2023-08-24 00:00:00
platforms,ios,2023-08-24 00:00:00
keywords,game,2023-08-24 00:00:00
keywords,money,2023-08-24 00:00:00
keywords,fact,2023-08-24 00:00:00
locations,turkey,2023-08-24 00:00:00
age,18 and up,2023-08-24 00:00:00
list,aiq_271882_0_1,2023-08-24 00:00:00
keywords,investing,2023-08-24 00:00:00
keywords,saving,2023-08-24 00:00:00
keywords,invest,2023-08-24 00:00:00
keywords,credit,2023-08-24 00:00:00
keywords,investing,2023-08-24 00:00:00
locations,turkey,2023-08-24 00:00:00
age,13 and up,2023-08-24 00:00:00
age,13 and up,2023-08-24 00:00:00
keywords,syria,2023-08-24 00:00:00
conversation topics,world news,2023-08-24 00:00:00
platforms,ios,2023-08-24 00:00:00
locations,i̇stanbul,2023-08-24 00:00:00
keywords,news,2023-08-24 00:00:00
keywords,middle east,2023-08-24 00:00:00
keywords,assad,2023-08-24 00:00:00
keywords,nato,2023-08-24 00:00:00
locations,turkey,2023-08-24 00:00:00
keywords,security,2023-08-24 00:00:00
locations,turkey,2023-08-24 00:00:00
age,18 and up,2023-08-24 00:00:00
languages,english,2023-08-24 00:00:00
list,aiq_271882_0_1,2023-08-24 00:00:00
keywords,investing,2023-08-24 00:00:00
keywords,credit,2023-08-24 00:00:00
keywords,money,2023-08-24 00:00:00
keywords,saving,2023-08-24 00:00:00
keywords,invest,2023-08-24 00:00:00
keywords,investing,2023-08-24 00:00:00
conversation topics,business & finance,2023-08-24 00:00:00
conversation topics,business news,2023-08-24 00:00:00
conversation topics,tech news,2023-08-24 00:00:00
conversation topics,political news,2023-08-24 00:00:00
conversation topics,business & finance,2023-08-24 00:00:00
languages,english,2023-08-24 00:00:00
conversation topics,tech news,2023-08-24 00:00:00
list,aiq_271882_0_1,2023-08-24 00:00:00
conversation topics,business & finance,2023-08-24 00:00:00
conversation topics,business news,2023-08-24 00:00:00
conversation topics,tech news,2023-08-24 00:00:00
conversation topics,world news,2023-08-24 00:00:00
conversation topics,political news,2023-08-24 00:00:00
keywords,investing,2023-08-24 00:00:00
keywords,invest,2023-08-24 00:00:00
keywords,money,2023-08-24 00:00:00
languages,english,2023-08-24 00:00:00
keywords,saving,2023-08-24 00:00:00
keywords,credit,2023-08-24 00:00:00
locations,turkey,2023-08-24 00:00:00
languages,arabic,2023-08-24 00:00:00
follower look-alikes,@bbcarabic,2023-08-24 00:00:00
follower look-alikes,@cnnarabic,2023-08-24 00:00:00
follower look-alikes,@skynewsarabia,2023-08-24 00:00:00
follower look-alikes,@ajarabic,2023-08-24 00:00:00
follower look-alikes,@ajmubasher,2023-08-24 00:00:00
follower look-alikes,@france24_ar,2023-08-24 00:00:00
keywords,investing,2023-08-24 00:00:00
locations,turkey,2023-08-24 00:00:00
follower look-alikes,@alhadath,2023-08-24 00:00:00
keywords,saving,2023-08-24 00:00:00
age,18 and up,2023-08-24 00:00:00
conversation topics,world news,2023-08-24 00:00:00
conversation topics,political news,2023-08-24 00:00:00
platforms,ios,2023-08-24 00:00:00
age,13 to 39,2023-08-24 00:00:00
gender,women,2023-08-24 00:00:00
keywords,tiktok,2023-08-24 00:00:00
locations,turkey,2023-08-24 00:00:00
age,18 and up,2023-08-24 00:00:00
languages,english,2023-08-24 00:00:00
conversation topics,business news,2023-08-24 00:00:00
conversation topics,business & finance,2023-08-24 00:00:00
conversation topics,business news,2023-08-24 00:00:00
conversation topics,tech news,2023-08-24 00:00:00
conversation topics,world news,2023-08-24 00:00:00
conversation topics,political news,2023-08-24 00:00:00
keywords,credit,2023-08-24 00:00:00
keywords,investing,2023-08-24 00:00:00
keywords,investing,2023-08-24 00:00:00
keywords,money,2023-08-24 00:00:00
keywords,invest,2023-08-24 00:00:00
list,aiq_271882_0_1,2023-08-24 00:00:00
age,18 and up,2023-08-25 00:00:00
languages,english,2023-08-25 00:00:00
locations,turkey,2023-08-25 00:00:00
interests,tech news,2023-08-25 00:00:00
interests,animation,2023-08-25 00:00:00
interests,green solutions,2023-08-25 00:00:00
languages,english,2023-08-25 00:00:00
list,aiq_271882_0_1,2023-08-25 00:00:00
keywords,saving,2023-08-25 00:00:00
keywords,credit,2023-08-25 00:00:00
keywords,money,2023-08-25 00:00:00
keywords,investing,2023-08-25 00:00:00
interests,technology,2023-08-25 00:00:00
keywords,invest,2023-08-25 00:00:00
conversation topics,business & finance,2023-08-25 00:00:00
conversation topics,business news,2023-08-25 00:00:00
conversation topics,tech news,2023-08-25 00:00:00
conversation topics,world news,2023-08-25 00:00:00
conversation topics,political news,2023-08-25 00:00:00
keywords,investing,2023-08-25 00:00:00
locations,turkey,2023-08-25 00:00:00
keywords,invest,2023-08-25 00:00:00
locations,turkey,2023-08-25 00:00:00
languages,english,2023-08-25 00:00:00
age,18 and up,2023-08-25 00:00:00
age,18 and up,2023-08-25 00:00:00
locations,turkey,2023-08-25 00:00:00
list,aiq_271882_0_1,2023-08-25 00:00:00
keywords,credit,2023-08-25 00:00:00
keywords,invest,2023-08-25 00:00:00
keywords,money,2023-08-25 00:00:00
keywords,investing,2023-08-25 00:00:00
keywords,saving,2023-08-25 00:00:00
keywords,investing,2023-08-25 00:00:00
languages,english,2023-08-25 00:00:00
locations,turkey,2023-08-25 00:00:00
list,aiq_271882_0_1,2023-08-25 00:00:00
keywords,investing,2023-08-25 00:00:00
keywords,investing,2023-08-25 00:00:00
keywords,saving,2023-08-25 00:00:00
keywords,money,2023-08-25 00:00:00
keywords,credit,2023-08-25 00:00:00
follower look-alikes,@intel,2023-08-25 00:00:00
age,18 and up,2023-08-25 00:00:00
languages,english,2023-08-25 00:00:00
list,aiq_271882_0_1,2023-08-25 00:00:00
keywords,credit,2023-08-25 00:00:00
keywords,money,2023-08-25 00:00:00
keywords,investing,2023-08-25 00:00:00
age,18 to 49,2023-08-25 00:00:00
languages,english,2023-08-25 00:00:00
locations,turkey,2023-08-25 00:00:00
list,exclude audience list,2023-08-25 00:00:00
list,exclude audience list20210218,2023-08-25 00:00:00
list,exclude audience list20210118,2023-08-25 00:00:00
interests,tech news,2023-08-25 00:00:00
platforms,ios,2023-08-25 00:00:00
locations,i̇stanbul,2023-08-25 00:00:00
keywords,news,2023-08-25 00:00:00
keywords,syria,2023-08-25 00:00:00
keywords,nato,2023-08-25 00:00:00
keywords,assad,2023-08-25 00:00:00
keywords,middle east,2023-08-25 00:00:00
locations,turkey,2023-08-25 00:00:00
locations,turkey,2023-08-25 00:00:00
keywords,investing,2023-08-25 00:00:00
keywords,invest,2023-08-25 00:00:00
interests,technology,2023-08-25 00:00:00
conversation topics,political news,2023-08-25 00:00:00
conversation topics,business & finance,2023-08-25 00:00:00
keywords,saving,2023-08-25 00:00:00
conversation topics,business news,2023-08-25 00:00:00
conversation topics,tech news,2023-08-25 00:00:00
conversation topics,world news,2023-08-25 00:00:00
conversation topics,political news,2023-08-25 00:00:00
keywords,investing,2023-08-25 00:00:00
keywords,investing,2023-08-25 00:00:00
keywords,saving,2023-08-25 00:00:00
keywords,money,2023-08-25 00:00:00
keywords,credit,2023-08-25 00:00:00
keywords,invest,2023-08-25 00:00:00
conversation topics,world news,2023-08-25 00:00:00
conversation topics,business news,2023-08-25 00:00:00
conversation topics,business & finance,2023-08-25 00:00:00
list,aiq_271882_0_1,2023-08-25 00:00:00
conversation topics,tech news,2023-08-25 00:00:00
age,18 and up,2023-08-25 00:00:00
locations,turkey,2023-08-25 00:00:00
languages,english,2023-08-25 00:00:00
age,18 to 54,2023-08-26 00:00:00
locations,turkey,2023-08-26 00:00:00
gender,women,2023-08-26 00:00:00
keywords,art,2023-08-26 00:00:00
keywords,fashion,2023-08-26 00:00:00
keywords,design,2023-08-26 00:00:00
gender,women,2023-08-26 00:00:00
languages,english,2023-08-26 00:00:00
locations,turkey,2023-08-26 00:00:00
keywords,beauty,2023-08-26 00:00:00
follower look-alikes,@youm7,2023-08-26 00:00:00
locations,turkey,2023-08-26 00:00:00
languages,arabic,2023-08-26 00:00:00
follower look-alikes,@bbcarabic,2023-08-26 00:00:00
follower look-alikes,@skynewsarabia,2023-08-26 00:00:00
platforms,ios,2023-08-26 00:00:00
follower look-alikes,@ajarabic,2023-08-26 00:00:00
follower look-alikes,@ajmubasher,2023-08-26 00:00:00
follower look-alikes,@alarabiya_brk,2023-08-26 00:00:00
follower look-alikes,@bbcarabicalerts,2023-08-26 00:00:00
follower look-alikes,@coinmarketcap,2023-08-26 00:00:00
platforms,ios,2023-08-26 00:00:00
follower look-alikes,@cz_binance,2023-08-26 00:00:00
interests,freelance writing,2023-08-26 00:00:00
platforms,ios,2023-08-26 00:00:00
keywords,writing,2023-08-26 00:00:00
follower look-alikes,@alhadath,2023-08-26 00:00:00
keywords,read,2023-08-26 00:00:00
gender,women,2023-08-26 00:00:00
platforms,ios,2023-08-26 00:00:00
keywords,writing,2023-08-26 00:00:00
keywords,read,2023-08-26 00:00:00
interests,freelance writing,2023-08-26 00:00:00
locations,turkey,2023-08-26 00:00:00
follower look-alikes,@intel,2023-08-26 00:00:00
follower look-alikes,@binance,2023-08-26 00:00:00
locations,turkey,2023-08-26 00:00:00
age,18 to 49,2023-08-26 00:00:00
locations,turkey,2023-08-26 00:00:00
languages,english,2023-08-26 00:00:00
list,exclude audience list,2023-08-26 00:00:00
list,exclude audience list20210218,2023-08-26 00:00:00
list,exclude audience list20210118,2023-08-26 00:00:00
interests,technology,2023-08-26 00:00:00
interests,tech news,2023-08-26 00:00:00
locations,turkey,2023-08-26 00:00:00
languages,english,2023-08-26 00:00:00
follower look-alikes,@intel,2023-08-26 00:00:00
follower look-alikes,@alarabiya,2023-08-26 00:00:00
locations,turkey,2023-08-26 00:00:00
locations,i̇stanbul,2023-08-26 00:00:00
app activity,install binance: buy bitcoin & crypto android all,2023-08-26 00:00:00
follower look-alikes,@okx,2023-08-26 00:00:00
follower look-alikes,@dogecoin,2023-08-26 00:00:00
follower look-alikes,@cryptocom,2023-08-26 00:00:00
follower look-alikes,@ethereum,2023-08-26 00:00:00
age,18 and up,2023-08-26 00:00:00
locations,turkey,2023-08-26 00:00:00
languages,english,2023-08-26 00:00:00
list,aiq_271882_0_1,2023-08-26 00:00:00
conversation topics,business & finance,2023-08-26 00:00:00
conversation topics,business news,2023-08-26 00:00:00
conversation topics,world news,2023-08-26 00:00:00
keywords,saving,2023-08-26 00:00:00
keywords,invest,2023-08-26 00:00:00
keywords,investing,2023-08-26 00:00:00
keywords,investing,2023-08-26 00:00:00
